표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7251370003,251370,와이엠티,와이엠티,"YMT CO., LTD.",2017.4.27,KOSDAQ,주권,우량기업부,보통주,500,14954978
KR7066430000,66430,와이오엠,와이오엠,"Y-OPTICS MANUFACTURE Co., Ltd.",2002.12.24,KOSDAQ,주권,중견기업부,보통주,500,15855736
KR7193250008,193250,와이제이엠게임즈,와이제이엠게임즈,"YJM Games Co., Ltd.",2014.12.29,KOSDAQ,주권,중견기업부,보통주,100,57183559
KR7273060004,273060,와이즈버즈,와이즈버즈,Wise birds Inc.,2017.8.7,KOSDAQ,주권,중견기업부,보통주,100,48561742
KR7019210004,19210,와이지-원,와이지-원,"YG-1 CO., LTD",1997.8.6,KOSDAQ,주권,중견기업부,보통주,500,30573819
KR7122870009,122870,와이지엔터테인먼트,와이지엔터테인먼트,YG Entertainment Inc.,2011.11.23,KOSDAQ,주권,중견기업부,보통주,500,18441369
KR7037270006,37270,와이지플러스보통주,YG PLUS,YG PLUS,2003.8.1,KOSPI,주권,,보통주,500,63429410
KR7011690005,11690,와이투솔루션보통주,와이투솔루션,Y2 Solution,1995.12.21,KOSPI,주권,,보통주,500,147235637
KR7040300006,40300,와이티엔,YTN,YTN,2001.9.4,KOSDAQ,주권,중견기업부,보통주,1000,42000000
KR7332570001,332570,와이팜,와이팜,Wireless Amplifier Module Inc.,2020.7.31,KOSDAQ,주권,우량기업부,보통주,500,37141356
KR7079000006,79000,와토스 코리아,와토스코리아,"WATOS COREA CO.,LTD",2005.11.15,KOSDAQ,주권,중견기업부,보통주,500,7200000
KR7316140003,316140,우리금융지주보통주,우리금융지주,WooriFinancialGroup,2019.2.13,KOSPI,주권,,보통주,5000,728060549
KR7032820003,32820,우리기술,우리기술,"Woori Technology, Incorporation",2000.6.22,KOSDAQ,주권,벤처기업부,보통주,500,133324108
KR7041190000,41190,우리기술투자,우리기술투자,"Woori Technology Investment Co., Ltd",2000.6.9,KOSDAQ,주권,벤처기업부,보통주,500,84000000
KR7115440000,115440,우리넷,우리넷,"Woori-Net Co., Ltd.",2010.1.27,KOSDAQ,주권,벤처기업부,보통주,500,9136944
KR7118000009,118000,우리들휴브레인보통주,우리들휴브레인,WOORIDUL HUEBRAIN,2009.12.30,KOSPI,주권,,보통주,500,81323413
KR7046970000,46970,우리로,우리로,"WOORIRO CO., LTD",2012.11.27,KOSDAQ,주권,관리종목(소속부없음),보통주,500,32049634
KR7082850009,82850,우리바이오,우리바이오,"WOOREE BIO CO., LTD",2005.7.29,KOSDAQ,주권,중견기업부,보통주,500,46177157
KR7215360009,215360,우리산업,우리산업,"WOORY INDUSTRIAL CO.,LTD.",2015.5.6,KOSDAQ,주권,우량기업부,보통주,500,9132163
KR7072470008,72470,우리산업홀딩스,우리산업홀딩스,"WOORY INDUSTRIAL HOLDINGS CO.,LTD.",2003.10.28,KOSDAQ,주권,중견기업부,보통주,500,18887341
KR7073560005,73560,우리손에프앤지 농업회사법인,우리손에프앤지,"Woorison F&G CO., LTD.",2016.7.27,KOSDAQ,주권,우량기업부,보통주,500,69237643
KR7153490008,153490,우리이앤엘,우리이앤엘,"WOOREE E&L CO.,Ltd.",2013.2.5,KOSDAQ,주권,중견기업부,보통주,500,51480000
KR7037400009,37400,우리조명,우리조명,"WOOREE LIGHTING CO.,LTD",1999.12.16,KOSDAQ,주권,중견기업부,보통주,500,26223346
KR7010050003,10050,우리종합금융보통주,우리종금,Woori Investment Bank,1974.9.11,KOSPI,주권,,보통주,500,874203406
KR7101170009,101170,우림피티에스,우림피티에스,WOORIM POWER TRAIN SOLUTION,2009.4.28,KOSDAQ,주권,벤처기업부,보통주,500,13500000
KR7006980007,6980,우성보통주,우성,WOOSUNG,1988.10.10,KOSPI,주권,,보통주,5000,3090000
KR7066590001,66590,우수AMS,우수AMS,"WOOSU AMS CO., LTD.",2003.2.12,KOSDAQ,주권,중견기업부,보통주,500,35618100
KR7017370008,17370,우신시스템보통주,우신시스템,WooshinSystems,2002.5.28,KOSPI,주권,,보통주,500,18314054
KR7103840005,103840,우양,우양,"WOOYANG CO., LTD.",2019.11.20,KOSDAQ,주권,중견기업부,보통주,100,14258000
KR7046940003,46940,우원개발,우원개발,"Woowon Development Co., Ltd.",2002.6.18,KOSDAQ,주권,우량기업부,보통주,500,18074350
KR7215380007,215380,우정바이오,우정바이오,"WOOJUNG BIO, Inc.",2015.5.18,KOSDAQ,주권,벤처기업부,보통주,500,12092926
KR7065680001,65680,우주일렉트로닉스,우주일렉트로,"UJU ELECTRONICS CO., LTD",2004.1.2,KOSDAQ,주권,우량기업부,보통주,500,9934220
KR7105840003,105840,우진보통주,우진,WOOJIN INC,2010.7.26,KOSPI,주권,,보통주,500,20323614
KR7018620005,18620,우진비앤지,우진비앤지,"WooGene B&G CO., Ltd",2008.5.20,KOSDAQ,주권,벤처기업부,보통주,500,28889293
KR7010400000,10400,우진아이엔에스보통주,우진아이엔에스,WOOJINI&S,2018.9.14,KOSPI,주권,,보통주,500,7622000
KR7049800006,49800,우진플라임 보통주,우진플라임,"WOOJIN PLAIMM CO., LTD",2006.5.24,KOSPI,주권,,보통주,500,20000000
KR7016880007,16880,웅진보통주,웅진,WOONGJIN,1994.11.5,KOSPI,주권,,보통주,500,79927080
KR7095720009,95720,웅진씽크빅 보통주,웅진씽크빅,"WOONGJIN THINKBIG CO., LTD.",2007.5.31,KOSPI,주권,,보통주,500,115505985
KR7005820006,5820,원림보통주,원림,Wonlim,1990.4.20,KOSPI,주권,,보통주,5000,2297970
KR7307280008,307280,원바이오젠,원바이오젠,Wonbiogen,2018.12.5,KOSDAQ,주권,벤처기업부,보통주,100,36454408
KR7053080008,53080,원방테크,원방테크,"WONBANG TECH CO., LTD.",2020.9.24,KOSDAQ,주권,우량기업부,보통주,500,12999807
KR7032940009,32940,원익,원익,WonIk,1997.7.18,KOSDAQ,주권,벤처기업부,보통주,500,18193230
KR7104830005,104830,원익머트리얼즈,원익머트리얼즈,"WONIK Materials Co., Ltd.",2011.12.28,KOSDAQ,주권,우량기업부,보통주,500,12608000
KR7240810002,240810,원익아이피에스,원익IPS,"WONIK IPS Co.,Ltd.",2016.5.2,KOSDAQ,주권,우량기업부,보통주,500,49083901
KR7014190003,14190,원익큐브,원익큐브,WONIK CUBE Corp.,1996.4.26,KOSDAQ,주권,중견기업부,보통주,500,35399906
KR7074600008,74600,원익큐엔씨,원익QnC,WONIK QnC CORPORATION,2003.12.12,KOSDAQ,주권,우량기업부,보통주,500,26288000
KR7131390007,131390,원익피앤이,원익피앤이,WONIK PNE,2011.9.27,KOSDAQ,주권,우량기업부,보통주,500,14818910
KR7030530000,30530,원익홀딩스,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",1996.9.24,KOSDAQ,주권,우량기업부,보통주,500,77237981
KR7012620001,12620,원일특강,원일특강,WonilSpecialSteel,1994.6.28,KOSDAQ,주권,우량기업부,보통주,500,4400000
KR7382840007,382840,원준,원준,"Onejoon Co., Ltd.",2021.10.7,KOSDAQ,주권,벤처기업부,보통주,100,5020191
KR7216280008,216280,원텍,원텍,WONTECH,2015.4.29,KONEX,주권,일반기업부,보통주,500,6330040
KR7376980009,376980,원티드랩,원티드랩,Wanted Lab Inc.,2021.8.11,KOSDAQ,주권,기술성장기업부,보통주,500,9406136
KR7122830003,122830,원포유,원포유,ONE4U,2020.10.23,KONEX,주권,일반기업부,보통주,500,6550397
KR7008370009,8370,원풍,원풍,WonpoongCorporation,1992.12.18,KOSDAQ,주권,중견기업부,보통주,500,12000000
KR7008290009,8290,원풍물산,원풍물산,WonpungMulsan,1997.7.18,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,40693679
KR7101160000,101160,월덱스,월덱스,"WORLDEX INDUSTRY & TRADING CO., LTD",2008.6.19,KOSDAQ,주권,우량기업부,보통주,500,16510993
KR7095270005,95270,웨이브일렉트로닉스,웨이브일렉트로,"Wave Electronics Co., Ltd.",2007.9.12,KOSDAQ,주권,관리종목(소속부없음),보통주,500,14971256
KR7010600005,10600,웰바이오텍보통주,웰바이오텍,WELLBIOTEC,1997.7.18,KOSPI,주권,,보통주,500,58677244
KR7065950008,65950,웰크론,웰크론,Welcron Company Limited,2003.7.29,KOSDAQ,주권,우량기업부,보통주,500,28231302
KR7076080001,76080,웰크론한텍,웰크론한텍,"WELCRON HANTEC CO.,LTD.",2008.7.18,KOSDAQ,주권,중견기업부,보통주,500,20816746
KR7196700009,196700,웹스,웹스,"WAPS Co., Ltd.",2015.8.24,KOSDAQ,주권,벤처기업부,보통주,500,14364144
KR7069080000,69080,웹젠,웹젠,Webzen Inc.,2003.5.23,KOSDAQ,주권,우량기업부,보통주,500,35310884
KR7053580007,53580,웹케시,웹케시,WebCash Corporation,2019.1.25,KOSDAQ,주권,우량기업부,보통주,500,13786248
KR7071460000,71460,위니아딤채,위니아딤채,"WINIADIMCHAE Co.,Ltd.",2016.7.14,KOSDAQ,주권,중견기업부,보통주,500,35967295
KR7044340008,44340,위닉스,위닉스,WINIX INC.,2000.10.24,KOSDAQ,주권,우량기업부,보통주,500,17873425
KR7330350000,330350,위더스제약,위더스제약,"Withus Pharmaceutical. Co., LTD",2020.7.3,KOSDAQ,주권,우량기업부,보통주,200,13188622
KR7348350000,348350,위드텍,위드텍,"WITHTECH, Inc.",2020.10.30,KOSDAQ,주권,우량기업부,보통주,500,10183600
KR7112040001,112040,위메이드,위메이드,"Wemade Co., Ltd.",2009.12.18,KOSDAQ,주권,중견기업부,보통주,500,33322268
KR7101730000,101730,위메이드맥스,위메이드맥스,Wemade Max,2009.6.3,KOSDAQ,주권,관리종목(소속부없음),보통주,500,15795635
KR7065370009,65370,위세아이텍,위세아이텍,"WISE iTech Co., Ltd.",2020.2.10,KOSDAQ,주권,중견기업부,보통주,500,6575874
KR7140660002,140660,위월드 주식회사,위월드,"WIWORLD Co.,Ltd",2013.12.26,KONEX,주권,일반기업부,보통주,500,2487252
KR7038620001,38620,위즈코프,위즈코프,"WIZ CORP, Inc.",2000.5.4,KOSDAQ,주권,중견기업부,보통주,500,61627810
KR7299900001,299900,위지윅스튜디오,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",2018.12.20,KOSDAQ,주권,중견기업부,보통주,500,42732221
KR7036090009,36090,위지트,위지트,"WIZIT Co., Ltd.",1999.12.10,KOSDAQ,주권,중견기업부,보통주,500,90231385
KR7136540002,136540,윈스,윈스,"Wins co., Ltd.",2011.5.2,KOSDAQ,주권,우량기업부,보통주,500,12211663
KR7320000003,320000,윈텍,윈텍,"WINTEC Co.,Ltd.",2019.9.18,KOSDAQ,주권,중견기업부,보통주,100,18499148
KR7097800007,97800,윈팩,윈팩,WINPAC INC.,2013.3.7,KOSDAQ,주권,벤처기업부,보통주,500,42910385
KR7192390003,192390,윈하이텍,윈하이텍,"WINHITECH CO., Ltd.",2014.7.25,KOSDAQ,주권,중견기업부,보통주,500,10656896
KR7313760001,313760,윌링스,윌링스,"WILLINGS CO., LTD.",2019.7.25,KOSDAQ,주권,중견기업부,보통주,500,4862000
KR7008600009,8600,윌비스보통주,윌비스,TheWillBes,1989.7.28,KOSPI,주권,,보통주,1000,65771912
HK0000449303,900340,윙입푸드홀딩스,윙입푸드,WING YIP FOOD (CHINA) HOLDINGS GROUP LIMITED,2018.11.30,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,47973428
KR7014830004,14830,유니드 보통주,유니드,UNID,2004.12.3,KOSPI,주권,,보통주,5000,8889843
KR7036200004,36200,유니셈,유니셈,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,1999.12.10,KOSDAQ,주권,우량기업부,보통주,500,30664223
KR7018000000,18000,유니슨,유니슨,"UNISON CO., LTD.",1996.1.10,KOSDAQ,주권,중견기업부,보통주,500,121737023
KR7047400007,47400,유니온머티리얼보통주,유니온머티리얼,Union Materials Corp.,2009.9.29,KOSPI,주권,,보통주,500,42000000
KR7000910000,910,유니온보통주,유니온,Union,1996.7.3,KOSPI,주권,,보통주,500,15611619
KR7203450002,203450,유니온커뮤니티,유니온커뮤니티,"Union community Co., Ltd.",2016.12.7,KOSDAQ,주권,벤처기업부,보통주,500,14679007
KR7011330008,11330,유니켐보통주,유니켐,"UNI CHEM.CO.,LTD",1989.12.14,KOSPI,주권,,보통주,500,72688462
KR7077500007,77500,유니퀘스트 보통주,유니퀘스트,Uniquest Corporation,2004.8.5,KOSPI,주권,,보통주,500,27335475
KR7011320009,11320,유니크,유니크,UNICK CORPORATION,1993.12.29,KOSDAQ,주권,중견기업부,보통주,500,19320695
KR7086390002,86390,유니테스트,유니테스트,UniTest Inc.,2006.12.5,KOSDAQ,주권,우량기업부,보통주,500,21134126
KR7241690007,241690,유니테크노,유니테크노,"UNITEKNO Co.,Ltd",2016.9.20,KOSDAQ,주권,우량기업부,보통주,500,25011565
KR7142210004,142210,유니트론텍,유니트론텍,"Unitrontech Co.,Ltd.",2016.2.2,KOSDAQ,주권,중견기업부,보통주,500,12560930
KR7121060008,121060,유니포인트,유니포인트,UNIPOINT Corp.,2014.10.24,KONEX,주권,일반기업부,보통주,500,5981670
KR7048430003,48430,유라테크,유라테크,"YURA TECH. CO., LTD.",2001.1.11,KOSDAQ,주권,우량기업부,보통주,500,11520000
KR7206650004,206650,유바이오로직스,유바이오로직스,"EuBiologics Co., Ltd.",2017.1.24,KOSDAQ,주권,기술성장기업부,보통주,500,36229307
KR7089850002,89850,유비벨록스,유비벨록스,UbiVelox Inc.,2010.6.18,KOSDAQ,주권,우량기업부,보통주,500,7115697
KR7032620007,32620,유비케어,유비케어,"UBCARE CO., LTD.",1997.5.2,KOSDAQ,주권,우량기업부,보통주,500,52197139
KR7264450008,264450,유비쿼스,유비쿼스,Ubiquoss Inc.,2017.3.31,KOSDAQ,주권,우량기업부,보통주,500,10245706
KR7078070000,78070,유비쿼스홀딩스,유비쿼스홀딩스,Ubiquoss Holdings Inc.,2009.1.23,KOSDAQ,주권,우량기업부,보통주,500,18696628
KR7002920007,2920,유성기업보통주,유성기업,YoosungEnterprise,1988.10.10,KOSPI,주권,,보통주,500,25947500
KR7024800005,24800,유성티엔에스,유성티엔에스,"YOOSUNG T&S CO.,LTD",1999.12.10,KOSDAQ,주권,우량기업부,보통주,500,31278618
KR7000700005,700,유수홀딩스보통주,유수홀딩스,EUSU HOLDINGS,1956.3.3,KOSPI,주권,,보통주,2500,26041812
KR7054930003,54930,유신,유신,Yooshin Engineering Corporation,2002.1.15,KOSDAQ,주권,중견기업부,보통주,5000,3000000
KR7038340006,38340,유씨아이,UCI,"UCI Co.,Ltd.",2001.11.22,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,37397367
KR7069330009,69330,유아이디,유아이디,"U.I.DISPLAY CO.,LTD.",2003.8.18,KOSDAQ,주권,관리종목(소속부없음),보통주,500,13579722
KR7049520000,49520,유아이엘,유아이엘,"UIL Co.,Ltd",2001.8.2,KOSDAQ,주권,중견기업부,보통주,500,21784936
KR7313750002,313750,유안타제4호기업인수목적,유안타제4호스팩,"Yuanta 4 SPECIAL PURPOSE ACQUISITION CO., LTD.",2019.3.21,KOSDAQ,주권,관리종목(소속부없음),보통주,100,4650000
KR7336060009,336060,유안타제5호기업인수목적,유안타제5호스팩,Yuanta 5 SPECIAL PURPOSE ACQUISITION COMPANY,2019.11.28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5930000
KR7367460003,367460,유안타제7호기업인수목적,유안타제7호스팩,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,2020.12.28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5500000
KR7367480001,367480,유안타제8호기업인수목적,유안타제8호스팩,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,2021.4.5,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6490000
KR7003471000,3475,유안타증권1우선주,유안타증권우,Yuanta Securities Korea(1P),1989.3.22,KOSPI,주권,,구형우선주,5000,12912212
KR7003470002,3470,유안타증권보통주,유안타증권,Yuanta Securities Korea,1988.1.21,KOSPI,주권,,보통주,5000,199596576
KR7056090004,56090,유앤아이,유앤아이,U&I CORPORATION,2015.11.12,KOSDAQ,주권,기술성장기업부,보통주,500,9276924
KR7263770000,263770,유에스티,유에스티,"UST CO., LTD.",2017.4.6,KOSDAQ,주권,우량기업부,보통주,100,23700172
KR7337840003,337840,유엑스엔,유엑스엔,UXN,2019.11.28,KONEX,주권,일반기업부,보통주,500,3193099
KR7072130008,72130,유엔젤보통주,유엔젤,UANGEL,2003.7.1,KOSPI,주권,,보통주,500,13195454
KR7000221002,225,유유제약1우선주,유유제약1우,YuyuPharma(1P),1990.1.5,KOSPI,주권,,구형우선주,1000,2266930
KR7000222000,227,유유제약2우선주(신형),유유제약2우B,YuyuPharma(2PB),2000.6.20,KOSPI,주권,,신형우선주,1000,325560
KR7000220004,220,유유제약보통주,유유제약,YuyuPharma,1975.11.18,KOSPI,주권,,보통주,1000,17232351
KR7340930007,340930,유일에너테크,유일에너테크,"YOUIL ENERGY TECH CO.,LTD.",2021.2.25,KOSDAQ,주권,벤처기업부,보통주,500,10674744
KR7023410004,23410,유진기업,유진기업,EUGENE Corporation,1994.10.7,KOSDAQ,주권,우량기업부,보통주,500,77310863
KR7373340009,373340,유진기업인수목적6호,유진스팩6호,EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY,2021.4.8,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3020000
KR7388800005,388800,유진기업인수목적7호,유진스팩7호,EUGENE SPECIAL PURPOSE ACQUISITION 7 COMPANY,2021.9.13,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5010000
KR7056080005,56080,유진로봇,유진로봇,"Yujin Robot Co., Ltd.",2001.11.13,KOSDAQ,주권,벤처기업부,보통주,500,37512152
KR7084370006,84370,유진테크,유진테크,"Eugene Technology Co., Ltd.",2006.1.17,KOSDAQ,주권,우량기업부,보통주,500,22916042
KR7001200005,1200,유진투자증권보통주,유진투자증권,EUGENE INVESTMENT & SECURITIES,1987.8.24,KOSPI,주권,,보통주,5000,96866418
KR7178780003,178780,유테크,유테크,"U-Tech Co.,Ltd.",2015.6.30,KOSDAQ,주권,관리종목(소속부없음),보통주,500,34820984
KR7221800006,221800,유투바이오,유투바이오,U2BIO,2015.6.29,KONEX,주권,일반기업부,보통주,500,2525510
KR7179900006,179900,유티아이,유티아이,UTI INC.,2017.9.27,KOSDAQ,주권,우량기업부,보통주,500,16206895
KR7263050007,263050,유틸렉스,유틸렉스,"Eutilex Co., Ltd.",2018.12.24,KOSDAQ,주권,기술성장기업부,보통주,500,15479484
KR7000101006,105,유한양행1우선주,유한양행우,Yuhan(1P),1995.2.21,KOSPI,주권,,구형우선주,1000,1180940
KR7000100008,100,유한양행보통주,유한양행,Yuhan,1962.11.1,KOSPI,주권,,보통주,1000,69972959
KR7003461001,3465,유화증권1우선주,유화증권우,YuhwaSecurities(1P),1990.2.20,KOSPI,주권,,구형우선주,1000,17476425
KR7003460003,3460,유화증권보통주,유화증권,YuhwaSecurities,1987.8.24,KOSPI,주권,,보통주,1000,56702415
KR7191410000,191410,육일씨엔에쓰,육일씨엔에쓰,"RYUK-IL C&S., Ltd",2015.12.24,KOSDAQ,주권,중견기업부,보통주,500,9363022
KR7008730004,8730,율촌화학보통주,율촌화학,YoulchonChemical,1988.8.30,KOSPI,주권,,보통주,500,24800000
KR7072770001,72770,율호,율호,Yulho,2007.7.25,KOSDAQ,주권,중견기업부,보통주,500,38967004
KR7008250003,8250,이건산업보통주,이건산업,EagonIndustrial,1988.10.21,KOSPI,주권,,보통주,5000,10952635
KR7039020003,39020,이건홀딩스,이건홀딩스,"EAGON HOLDINGS CO., LTD.",2000.5.4,KOSDAQ,주권,우량기업부,보통주,1000,22584709
KR7025820002,25820,이구산업보통주,이구산업,LeekuIndustrial,1995.8.18,KOSPI,주권,,보통주,500,33442000
KR7067920009,67920,이글루시큐리티,이글루시큐리티,"Igloo Security, Inc.",2010.8.4,KOSDAQ,주권,벤처기업부,보통주,500,10996119
KR7044960003,44960,이글벳,이글벳,"Eagle Veterinary Technology Co.,Ltd",2000.11.16,KOSDAQ,주권,중견기업부,보통주,500,12641883
